Symbol,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
,ASX:BTN,Butn Limited (ASX:BTN),https://www.listcorp.com/asx/btn/butn-limited,"	21047100",0.1,-0.01,-13.04,Financials
,ASX:BKG,Booktopia Group Limited (ASX:BKG),https://www.listcorp.com/asx/bkg/booktopia-group-limited,"	20994900",0.082,-0.01,-10.87,Consumer Discretionary
,ASX:BXN,Bioxyne Limited (ASX:BXN),https://www.listcorp.com/asx/bxn/bioxyne-limited,"	20918100",0.012,0,9.09,Consumer Staples
,ASX:CNQ,Clean TeQ Water Limited (ASX:CNQ),https://www.listcorp.com/asx/cnq/clean-teq-water-limited,"	20817500",0.3,-0.02,-6.25,Industrials
,ASX:XMET,BetaShares Energy Transition Metals ETF (ASX:XMET),https://www.listcorp.com/asx/xmet/betashares-energy-transition-metals-etf,"	20796400",7.17,-0.01,-0.14,Financials
,ASX:IDT,IDT Australia Limited (ASX:IDT),https://www.listcorp.com/asx/idt/idt-australia-limited,"	20737300",0.057,0,-3.39,Health Care
,ASX:CXZ,Connexion Telematics Ltd (ASX:CXZ),https://www.listcorp.com/asx/cxz/connexion-telematics-ltd,"	20727200",0.024,0,9.09,Information Technology
,ASX:CSE,Copper Strike Limited (ASX:CSE),https://www.listcorp.com/asx/cse/copper-strike,"	20705600",0.155,0,0,Materials
,ASX:INV,InvestSMART Group Limited (ASX:INV),https://www.listcorp.com/asx/inv/investsmart-group-limited,"	20664500",0.145,0,0,Financials
,ASX:TAL,Talius Group Limited (ASX:TAL),https://www.listcorp.com/asx/tal/talius-group-limited,"	20575300",0.01,0,11.11,Information Technology
,ASX:SPN,Sparc Technologies Limited (ASX:SPN),https://www.listcorp.com/asx/spn/sparc-technologies-limited,"	20555000",0.24,0,0,Materials
,ASX:AYI,A1 Investments & Resources (ASX:AYI),https://www.listcorp.com/asx/ayi/a1-investments-and-resources,"	20527400",0.001,0,0,Financials
,ASX:BM8,Battery Age Minerals Limited (ASX:BM8),https://www.listcorp.com/asx/bm8/battery-age-minerals-limited,"	20501500",0.235,0,2.17,Materials
,ASX:MAN,Mandrake Resources Limited (ASX:MAN),https://www.listcorp.com/asx/man/mandrake-resources-limited,"	20357800",0.033,0,-2.94,Materials
,ASX:GLL,Galilee Energy Limited (ASX:GLL),https://www.listcorp.com/asx/gll/galilee-energy-limited,"	20312200",0.06,0,0,Energy
,ASX:RMI,Resource Mining Corporation Limited (ASX:RMI),https://www.listcorp.com/asx/rmi/resource-mining-corporation-limited,"	20244500",0.036,0,0,Materials
,ASX:GRE,Greentech Metals Limited (ASX:GRE),https://www.listcorp.com/asx/gre/greentech-metals-limited,"	20174300",0.34,-0.02,-4.23,Materials
,ASX:DOC,Doctor Care Anywhere Group plc (ASX:DOC),https://www.listcorp.com/asx/doc/doctor-care-anywhere-group-plc,"	20165300",0.054,0,-1.82,Health Care
,ASX:GW1,Greenwing Resources Ltd (ASX:GW1),https://www.listcorp.com/asx/gw1/greenwing-resources-ltd,"	20038900",0.14,0.03,21.74,Materials
,ASX:ADR,Adherium Limited (ASX:ADR),https://www.listcorp.com/asx/adr/adherium-limited,"	19997600",0.004,0,0,Health Care
,ASX:VBC,Verbrec Limited (ASX:VBC),https://www.listcorp.com/asx/vbc/verbrec-limited,"	19932900",0.09,0,0,Industrials
,ASX:YBR,Yellow Brick Road Holdings Limited (ASX:YBR),https://www.listcorp.com/asx/ybr/yellow-brick-road-holdings-limited,"	19794600",0.059,0,-1.67,Financials
,ASX:LVH,Livehire Limited (ASX:LVH),https://www.listcorp.com/asx/lvh/livehire-limited,"	19783300",0.054,0,-3.57,Information Technology
,ASX:TMS,Tennant Minerals Limited (ASX:TMS),https://www.listcorp.com/asx/tms/tennant-minerals-limited,"	19745300",0.026,0,0,Materials
,ASX:WMG,Western Mines Group Ltd (ASX:WMG),https://www.listcorp.com/asx/wmg/western-mines-group-ltd,"	19704100",0.29,-0.03,-7.94,Materials
,ASX:PGO,Pacgold Limited (ASX:PGO),https://www.listcorp.com/asx/pgo/pacgold-limited,"	19681400",0.235,0,0,Materials
,ASX:1AI,Algorae Pharmaceuticals Limited (ASX:1AI),https://www.listcorp.com/asx/1ai/algorae-pharmaceuticals-limited,"	19628900",0.011,0,-8.33,Health Care
,ASX:OJC,The Original Juice Co. Limited (ASX:OJC),https://www.listcorp.com/asx/ojc/the-original-juice-co-limited,"	19567300",0.08,0,0,Consumer Staples
,ASX:PNN,Power Minerals Limited (ASX:PNN),https://www.listcorp.com/asx/pnn/power-minerals-limited,"	19530500",0.235,-0.01,-4.08,Materials
,ASX:ASP,Aspermont Limited (ASX:ASP),https://www.listcorp.com/asx/asp/aspermont-limited,"	19510100",0.008,0,0,Communication Services
,ASX:SUH,Southern Hemisphere Mining Limited (ASX:SUH),https://www.listcorp.com/asx/suh/southern-hemisphere-mining-limited,"	19486700",0.035,0,6.06,Materials
,ASX:CDX,CardieX Limited (ASX:CDX),https://www.listcorp.com/asx/cdx/cardiex-limited,"	19397300",0.135,0,0,Health Care
,ASX:SFG,Seafarms Group Limited (ASX:SFG),https://www.listcorp.com/asx/sfg/seafarms-group-limited,"	19346400",0.004,0,0,Consumer Staples
,ASX:TOR,Torque Metals Limited (ASX:TOR),https://www.listcorp.com/asx/tor/torque-metals-limited,"	19308000",0.155,-0.01,-3.13,Materials
,ASX:SHP,South Harz Potash Ltd (ASX:SHP),https://www.listcorp.com/asx/shp/south-harz-potash-ltd,"	19264700",0.027,0,0,Materials
,ASX:SKS,SKS Technologies Group Limited (ASX:SKS),https://www.listcorp.com/asx/sks/sks-technologies-group-limited,"	19203700",0.175,-0.01,-7.89,Industrials
,ASX:VBS,Vectus Biosystems Limited (ASX:VBS),https://www.listcorp.com/asx/vbs/vectus-biosystems-limited,"	19148200",0.36,0,0,Health Care
,ASX:HTG,Harvest Technology Group Limited (ASX:HTG),https://www.listcorp.com/asx/htg/harvest-technology-group-limited,"	19074500",0.028,0,3.7,Information Technology
,ASX:HNR,Hannans Ltd (ASX:HNR),https://www.listcorp.com/asx/hnr/hannans-ltd,"	19072200",0.007,0,0,Materials
,ASX:AMO,Ambertech Limited (ASX:AMO),https://www.listcorp.com/asx/amo/ambertech,"	19038600",0.2,0,0,Information Technology
,ASX:BMR,Ballymore Resources Limited (ASX:BMR),https://www.listcorp.com/asx/bmr/ballymore-resources-limited,"	19005600",0.13,0,0,Materials
,ASX:FND,Findi Limited (ASX:FND),https://www.listcorp.com/asx/fnd/findi-limited,"	18982200",0.515,0,0,Information Technology
,ASX:VMC,Venus Metals Corporation Limited (ASX:VMC),https://www.listcorp.com/asx/vmc/venus-metals,"	18972900",0.1,0,0,Materials
,ASX:TSO,Tesoro Gold Limited (ASX:TSO),https://www.listcorp.com/asx/tso/tesoro-gold-limited,"	18965000",0.019,0,5.56,Materials
,ASX:CI1,Credit Intelligence Limited (ASX:CI1),https://www.listcorp.com/asx/ci1/credit-intelligence-limited,"	18929700",0.215,0,0,Industrials
,ASX:PBL,Parabellum Resources Limited (ASX:PBL),https://www.listcorp.com/asx/pbl/parabellum-resources-limited,"	18879300",0.345,0,0,Materials
,ASX:MM8,Medallion Metals Limited (ASX:MM8),https://www.listcorp.com/asx/mm8/medallion-metals-limited,"	18759200",0.058,0,-4.92,Materials
,ASX:MOZ,Mosaic Brands Limited (ASX:MOZ),https://www.listcorp.com/asx/moz/mosaic-brands-limited,"	18743200",0.1,0,-4.76,Consumer Discretionary
,ASX:BUR,Burley Minerals Ltd (ASX:BUR),https://www.listcorp.com/asx/bur/burley-minerals-ltd,"	18739900",0.195,0.01,5.41,Materials
,ASX:ODM,Odin Metals Limited (ASX:ODM),https://www.listcorp.com/asx/odm/odin-metals-limited,"	18728100",0.025,0,0,Materials
,ASX:SCN,Scorpion Minerals Limited (ASX:SCN),https://www.listcorp.com/asx/scn/scorpion-minerals-limited,"	18722100",0.059,0.01,9.26,Materials
,ASX:OEC,Orbital Corporation Limited (ASX:OEC),https://www.listcorp.com/asx/oec/orbital-corporation,"	18719600",0.14,0,3.7,Industrials
,ASX:CETF,VanEck FTSE China A50 ETF (ASX:CETF),https://www.listcorp.com/asx/cetf/vaneck-ftse-china-a50-etf,"	18607800",50.56,0.76,1.53,Financials
,ASX:BCT,Bluechiip Limited (ASX:BCT),https://www.listcorp.com/asx/bct/bluechiip,"	18555400",0.026,0.01,23.81,Information Technology
,ASX:MPP,Metro Performance Glass (ASX:MPP),https://www.listcorp.com/asx/mpp/metro-performance-glass,"	18537800",0.1,0,0,Industrials
,ASX:VMS,Venture Minerals Limited (ASX:VMS),https://www.listcorp.com/asx/vms/venture-minerals,"	18525100",0.009,0,-5.26,Materials
,ASX:SKY,Sky Metals Limited (ASX:SKY),https://www.listcorp.com/asx/sky/sky-metals-limited,"	18455900",0.04,0,0,Materials
,ASX:MAG,Magmatic Resources Limited (ASX:MAG),https://www.listcorp.com/asx/mag/magmatic-resources-limited,"	18341600",0.063,0,5,Materials
,ASX:FTZ,Fertoz Ltd (ASX:FTZ),https://www.listcorp.com/asx/ftz/fertoz,"	18306300",0.065,-0.01,-8.45,Materials
,ASX:QML,Qmines Limited (ASX:QML),https://www.listcorp.com/asx/qml/qmines-limited,"	18227000",0.088,0,0,Materials
,ASX:WEMG,SPDR S&P Emerging Markets Carbon Control Fund (ASX:WEMG),https://www.listcorp.com/asx/wemg/spdr-s-and-p-emerging-markets-carbon-control-fund,"	18217000",20.83,0.01,0.05,Financials
,ASX:CLU,Cluey Ltd (ASX:CLU),https://www.listcorp.com/asx/clu/cluey-ltd,"	18145200",0.09,0,0,Consumer Discretionary
,ASX:RVS,Revasum Inc. (ASX:RVS),https://www.listcorp.com/asx/rvs/revasum-inc,"	18005800",0.175,0,2.94,Information Technology
,ASX:UNT,Unith Ltd (ASX:UNT),https://www.listcorp.com/asx/unt/unith-ltd,"	17994300",0.021,0,5,Communication Services
,ASX:FRM,Farm Pride Foods Ltd (ASX:FRM),https://www.listcorp.com/asx/frm/farm-pride-foods-ltd,"	17982200",0.13,0.01,4,Consumer Staples
,ASX:AJL,AJ Lucas Group (ASX:AJL),https://www.listcorp.com/asx/ajl/aj-lucas,"	17884500",0.013,0,0,Industrials
,ASX:CMD,Cassius Mining Limited (ASX:CMD),https://www.listcorp.com/asx/cmd/cassius-mining-limited,"	17882200",0.035,0,-2.78,Materials
,ASX:NIM,Nimy Resources Limited (ASX:NIM),https://www.listcorp.com/asx/nim/nimy-resources-limited,"	17817600",0.225,0,-2.17,Materials
,ASX:VTM,Victory Metals Limited (ASX:VTM),https://www.listcorp.com/asx/vtm/victory-metals-limited,"	17797900",0.215,0,-2.27,Materials
,ASX:AGD,Austral Gold Limited (ASX:AGD),https://www.listcorp.com/asx/agd/austral-gold-limited,"	17757000",0.029,0,0,Materials
,ASX:EQX,Equatorial Resources Limited (ASX:EQX),https://www.listcorp.com/asx/eqx/equatorial-resources-limited,"	17745100",0.135,0,0,Materials
,ASX:ABX,ABx Group Limited (ASX:ABX),https://www.listcorp.com/asx/abx/abx-group-limited,"	17690900",0.073,0,0,Materials
,ASX:MGU,Magnum Mining & Exploration Limited (ASX:MGU),https://www.listcorp.com/asx/mgu/magnum-mining-and-exploration-limited,"	17685000",0.022,0,0,Materials
,ASX:ORM,Orion Metals Limited (ASX:ORM),https://www.listcorp.com/asx/orm/orion-metals-limited,"	17657300",0.03,0,0,Materials
,ASX:AC8,Auscann Group Holdings Limited (ASX:AC8),https://www.listcorp.com/asx/ac8/auscann-group-holdings,"	17621900",0.04,0,0,Health Care
,ASX:QHL,Quickstep Holdings Limited (ASX:QHL),https://www.listcorp.com/asx/qhl/quickstep-holdings-limited,"	17572900",0.23,-0.01,-6.12,Industrials
,ASX:XTC,Xantippe Resources Limited (ASX:XTC),https://www.listcorp.com/asx/xtc/xantippe-resources-limited,"	17528000",0.001,0,0,Materials
,ASX:WRM,White Rock Minerals Ltd (ASX:WRM),https://www.listcorp.com/asx/wrm/white-rock-minerals,"	17508200",0.063,0,0,Materials
,ASX:JAY,Jayride Group Limited (ASX:JAY),https://www.listcorp.com/asx/jay/jayride-group-limited,"	17412700",0.083,0,0,Industrials
,ASX:MVOL,iShares Edge MSCI Australia Minimum Volatility ETF (ASX:MVOL),https://www.listcorp.com/asx/mvol/ishares-edge-msci-australia-minimum-volatility-etf,"	17388900",28.34,-0.11,-0.39,Financials
,ASX:GSN,Great Southern Mining Limited (ASX:GSN),https://www.listcorp.com/asx/gsn/great-southern-mining-limited,"	17356600",0.023,0,0,Materials
,ASX:FLX,Felix Group Holdings Ltd (ASX:FLX),https://www.listcorp.com/asx/flx/felix-group-holdings-ltd,"	17178000",0.084,0,0,Information Technology
,ASX:VIG,Victor Group (ASX:VIG),https://www.listcorp.com/asx/vig/victor-group,"	17166800",0.03,0,0,Information Technology
,ASX:FL1,First Lithium Limited (ASX:FL1),https://www.listcorp.com/asx/fl1/first-lithium-limited,"	17162700",0.26,0.01,6.12,Materials
,ASX:SPT,Splitit Payments Ltd (ASX:SPT),https://www.listcorp.com/asx/spt/splitit-payments-ltd,"	17151800",0.033,0,6.45,Financials
,ASX:AQN,Aquirian Limited (ASX:AQN),https://www.listcorp.com/asx/aqn/aquirian-limited,"	17143200",0.22,0.01,3.53,Industrials
,ASX:ITM,iTech Minerals Ltd (ASX:ITM),https://www.listcorp.com/asx/itm/itech-minerals,"	17105700",0.135,0,-3.57,Materials
,ASX:ECT,Environmental Clean Technologies Limited (ASX:ECT),https://www.listcorp.com/asx/ect/environmental-clean-technologies-limited,"	17085300",0.0055,0,-8.33,Industrials
,ASX:IMC,Immuron Limited (ASX:IMC),https://www.listcorp.com/asx/imc/immuron-limited,"	17084900",0.075,0,0,Health Care
,ASX:ATH,Alterity Therapeutics Limited (ASX:ATH),https://www.listcorp.com/asx/ath/alterity-therapeutics-limited,"	17079300",0.007,0,0,Health Care
,ASX:CF1,Complii Fintech Solutions Ltd (ASX:CF1),https://www.listcorp.com/asx/cf1/complii-fintech-solutions-ltd,"	17029400",0.03,0,0,Information Technology
,ASX:XRG,xReality Group Limited (ASX:XRG),https://www.listcorp.com/asx/xrg/xreality-group-limited,"	16947900",0.038,0,3.64,Consumer Discretionary
,ASX:AXI,Axiom Properties Limited (ASX:AXI),https://www.listcorp.com/asx/axi/axiom-properties-limited,"	16875800",0.04,0,2.56,Real Estate
,ASX:PGD,Peregrine Gold Limited (ASX:PGD),https://www.listcorp.com/asx/pgd/peregrine-gold-limited,"	16853300",0.29,-0.01,-3.33,Materials
,ASX:RIM,Rimfire Pacific Mining Limited (ASX:RIM),https://www.listcorp.com/asx/rim/rimfire-pacific-mining-limited,"	16842000",0.007,0,-12.5,Materials
,ASX:CGR,CGN Resources Limited (ASX:CGR),https://www.listcorp.com/asx/cgr/cgn-resources-limited,"	16794000",0.195,0.01,5.41,Materials
,ASX:AX8,Accelerate Resources Limited (ASX:AX8),https://www.listcorp.com/asx/ax8/accelerate-resources-limited,"	16776100",0.037,0,2.78,Materials
,ASX:TNY,Tinybeans Group Limited (ASX:TNY),https://www.listcorp.com/asx/tny/tinybeans-group-limited,"	16767700",0.2,0,0,Communication Services
,ASX:GGE,Grand Gulf Energy Limited (ASX:GGE),https://www.listcorp.com/asx/gge/grand-gulf-energy-limited,"	16762000",0.008,0,0,Energy
,ASX:N1H,N1 Holdings Limited (ASX:N1H),https://www.listcorp.com/asx/n1h/n1-holdings-limited,"	16730600",0.19,0,0,Financials
,ASX:AL3,AML3D Limited (ASX:AL3),https://www.listcorp.com/asx/al3/aml3d-limited,"	16724300",0.074,0,4.23,Industrials
,ASX:1AE,Aurora Energy Metals Limited (ASX:1AE),https://www.listcorp.com/asx/1ae/aurora-energy-metals-limited,"	16716700",0.098,-0.01,-6.67,Materials
,ASX:EQN,Equinox Resources Limited (ASX:EQN),https://www.listcorp.com/asx/eqn/equinox-resources-limited,"	16712500",0.175,0,0,Materials
,ASX:ABV,Advanced Braking Technology Limited (ASX:ABV),https://www.listcorp.com/asx/abv/advanced-braking-technology-limited,"	16696500",0.045,0,2.27,Consumer Discretionary
,ASX:BIR,BIR Financial Limited (ASX:BIR),https://www.listcorp.com/asx/bir/bir-financial-limited,"	16675900",0.055,0,0,Financials
,ASX:AAU,Antilles Gold Limited (ASX:AAU),https://www.listcorp.com/asx/aau/antilles-gold-limited,"	16651000",0.0215,0,2.38,Materials
,ASX:AGH,Althea Group Holdings Limited (ASX:AGH),https://www.listcorp.com/asx/agh/althea-group-holdings-limited,"	16633800",0.041,0,-2.38,Health Care
,ASX:SPD,Southern Palladium Limited (ASX:SPD),https://www.listcorp.com/asx/spd/southern-palladium-limited,"	16585200",0.385,0,0,Materials
,ASX:NOR,Norwood Systems Limited (ASX:NOR),https://www.listcorp.com/asx/nor/norwood-systems-limited,"	16581300",0.041,0,2.5,Information Technology
,ASX:BCC,Beam Communications Holdings Limited (ASX:BCC),https://www.listcorp.com/asx/bcc/beam-communications-holdings-limited,"	16420200",0.19,0,0,Information Technology
,ASX:KAM,K2 Asset Management Holdings Ltd (ASX:KAM),https://www.listcorp.com/asx/kam/k2-asset-management-holdings-ltd,"	16393800",0.068,0,0,Financials
,ASX:BBX,BBX Minerals Limited (ASX:BBX),https://www.listcorp.com/asx/bbx/bbx-minerals-limited,"	16386500",0.029,0,11.54,Materials
,ASX:GTR,GTI Energy Ltd (ASX:GTR),https://www.listcorp.com/asx/gtr/gti-energy-ltd,"	16359600",0.008,0,0,Materials
,ASX:EVZ,EVZ Limited (ASX:EVZ),https://www.listcorp.com/asx/evz/evz-limited,"	16347400",0.135,0,0,Industrials
,ASX:AON,Apollo Minerals Limited (ASX:AON),https://www.listcorp.com/asx/aon/apollo-minerals-limited,"	16324100",0.028,0,-9.68,Materials
,ASX:SLM,Solis Minerals Limited (ASX:SLM),https://www.listcorp.com/asx/slm/solis-minerals-limited,"	16320000",0.205,0,-2.38,Materials
,ASX:NGX,NGX Limited (ASX:NGX),https://www.listcorp.com/asx/ngx/ngx-limited,"	16310100",0.16,-0.02,-11.11,Materials
,ASX:KZR,Kalamazoo Resources Limited (ASX:KZR),https://www.listcorp.com/asx/kzr/kalamazoo-resources-limited,"	16280000",0.095,0,-1.04,Materials
,ASX:MRR,Minrex Resources Limited (ASX:MRR),https://www.listcorp.com/asx/mrr/minrex-resources-limited,"	16273000",0.015,0,0,Materials
,ASX:SGI,Stealth Global Holdings Limited (ASX:SGI),https://www.listcorp.com/asx/sgi/stealth-global-holdings-limited,"	16152100",0.165,0.01,3.13,Industrials
,ASX:FIN,Fin Resources Limited (ASX:FIN),https://www.listcorp.com/asx/fin/fin-resources-limited,"	16146900",0.024,0,-7.69,Materials
,ASX:PNX,PNX Metals Limited (ASX:PNX),https://www.listcorp.com/asx/pnx/pnx-metals-limited,"	16141900",0.004,0,33.33,Materials
,ASX:ADS,Adslot Limited (ASX:ADS),https://www.listcorp.com/asx/ads/adslot,"	16122500",0.004,0,-20,Information Technology
,ASX:JAL,Jameson Resources Limited (ASX:JAL),https://www.listcorp.com/asx/jal/jameson-resources-limited,"	16052000",0.041,0,0,Materials
,ASX:IG6,International Graphite Limited (ASX:IG6),https://www.listcorp.com/asx/ig6/international-graphite-limited,"	16017900",0.17,-0.01,-5.56,Industrials
,ASX:NXM,Nexus Minerals Limited (ASX:NXM),https://www.listcorp.com/asx/nxm/nexus-minerals-limited,"	15951500",0.038,0,-7.32,Materials
,ASX:SHN,Sunshine Metals Limited (ASX:SHN),https://www.listcorp.com/asx/shn/sunshine-metals-limited,"	15912100",0.013,0,0,Materials
,ASX:ATX,Amplia Therapeutics Limited (ASX:ATX),https://www.listcorp.com/asx/atx/amplia-therapeutics-limited,"	15908500",0.082,0,0,Health Care
,ASX:ALV,Alvo Minerals Limited (ASX:ALV),https://www.listcorp.com/asx/alv/alvo-minerals-limited,"	15832200",0.165,0,-2.94,Materials
,ASX:OSL,Oncosil Medical Ltd (ASX:OSL),https://www.listcorp.com/asx/osl/oncosil-medical,"	15806700",0.008,0,0,Health Care
,ASX:IXC,Invex Therapeutics Limited (ASX:IXC),https://www.listcorp.com/asx/ixc/invex-therapeutics-limited,"	15782300",0.2,-0.01,-4.76,Health Care
,ASX:MAAT,Monash Absolute Active Trust (Hedge Fund) (ASX:MAAT),https://www.listcorp.com/asx/maat/monash-absolute-active-trust,"	15732700",0.77,-0.01,-0.65,Unclassified
,ASX:MAT,Matsa Resources Limited (ASX:MAT),https://www.listcorp.com/asx/mat/matsa-resources-limited,"	15697200",0.034,0,3.03,Materials
,ASX:IBX,Imagion Biosystems Limited (ASX:IBX),https://www.listcorp.com/asx/ibx/imagion-biosystems-limited,"	15669200",0.013,0,8.33,Health Care
,ASX:LCE,London City Equities (ASX:LCE),https://www.listcorp.com/asx/lce/london-city-equities,"	15652100",0.5,0,0,Financials
,ASX:RPM,RPM Automotive Group Limited (ASX:RPM),https://www.listcorp.com/asx/rpm/rpm-automotive-group-limited,"	15635800",0.08,0,0,Consumer Discretionary
,ASX:FTL,Firetail Resources Limited (ASX:FTL),https://www.listcorp.com/asx/ftl/firetail-resources-limited,"	15635100",0.105,0,0,Materials
,ASX:QFE,QuickFee Limited (ASX:QFE),https://www.listcorp.com/asx/qfe/quickfee-limited,"	15625000",0.058,0,1.75,Financials
,ASX:PET,Phoslock Environmental Technologies Limited (ASX:PET),https://www.listcorp.com/asx/pet/phoslock-environmental-technologies-limited,"	15609800",0.025,0,0,Industrials
,ASX:ASE,Astute Metals NL (ASX:ASE),https://www.listcorp.com/asx/ase/astute-metals-nl,"	15599700",0.037,0,-2.63,Materials
,ASX:REC,Recharge Metals Limited (ASX:REC),https://www.listcorp.com/asx/rec/recharge-metals-limited,"	15589300",0.13,-0.01,-7.14,Materials
,ASX:VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund) (ASX:VMIN),https://www.listcorp.com/asx/vmin/vanguard-global-minimum-volatility-active-etf-managed-fund,"	15572000",51.43,-0.1,-0.19,Financials
,ASX:MRD,Mount Ridley Mines Limited (ASX:MRD),https://www.listcorp.com/asx/mrd/mount-ridley-mines-limited,"	15569800",0.002,0,0,Materials
,ASX:BTC,BTC health Limited (ASX:BTC),https://www.listcorp.com/asx/btc/btc-health-limited,"	15557900",0.055,0.01,14.58,Financials
,ASX:LU7,Lithium Universe Limited (ASX:LU7),https://www.listcorp.com/asx/lu7/lithium-universe-limited,"	15540900",0.038,0,-5,Materials
,ASX:B4P,Beforepay Group Limited (ASX:B4P),https://www.listcorp.com/asx/b4p/beforepay-group-limited,"	15487200",0.425,-0.02,-3.41,Financials
,ASX:PAB,Patrys Limited (ASX:PAB),https://www.listcorp.com/asx/pab/patrys-limited,"	15430900",0.008,0,6.67,Health Care
,ASX:MMA,Maronan Metals Limited (ASX:MMA),https://www.listcorp.com/asx/mma/maronan-metals-limited,"	15376400",0.2,-0.01,-2.44,Materials
,ASX:MTL,Mantle Minerals Limited (ASX:MTL),https://www.listcorp.com/asx/mtl/mantle-minerals-limited,"	15368600",0.003,0,20,Materials
,ASX:SLB,Stelar Metals Limited (ASX:SLB),https://www.listcorp.com/asx/slb/stelar-metals-limited,"	15355500",0.29,-0.02,-6.45,Materials
,ASX:ICL,Iceni Gold Limited (ASX:ICL),https://www.listcorp.com/asx/icl/iceni-gold-limited,"	15350900",0.059,0,-7.81,Materials
,ASX:RXH,Rewardle Holdings Limited (ASX:RXH),https://www.listcorp.com/asx/rxh/rewardle-holdings-limited,"	15263300",0.029,0,0,Communication Services
,ASX:AKO,Akora Resources Limited (ASX:AKO),https://www.listcorp.com/asx/ako/akora-resources-limited,"	15197200",0.16,0,0,Materials
,ASX:CG1,Carbonxt Group Limited (ASX:CG1),https://www.listcorp.com/asx/cg1/carbonxt-group-limited,"	15141400",0.06,0,9.09,Materials
,ASX:TDO,3D Oil Limited (ASX:TDO),https://www.listcorp.com/asx/tdo/3d-oil-limited,"	15126300",0.057,0,0,Energy
,ASX:HMD,HeraMED Limited (ASX:HMD),https://www.listcorp.com/asx/hmd/heramed-limited,"	15093800",0.054,0,0,Health Care
,ASX:WCN,White Cliff Minerals Limited (ASX:WCN),https://www.listcorp.com/asx/wcn/white-cliff-minerals-limited,"	15084200",0.012,0,0,Materials
,ASX:MDC,Medlab Clinical Limited (ASX:MDC),https://www.listcorp.com/asx/mdc/medlab-clinical-limited,"	15071100",6.6,0,0,Health Care
,ASX:CHM,Chimeric Therapeutics Limited (ASX:CHM),https://www.listcorp.com/asx/chm/chimeric-therapeutics-limited,"	14957700",0.028,0,-3.45,Health Care
,ASX:CUF,CuFe Ltd (ASX:CUF),https://www.listcorp.com/asx/cuf/cufe-ltd,"	14899500",0.013,0,0,Materials
,ASX:S66,Star Combo Pharma (ASX:S66),https://www.listcorp.com/asx/s66/star-combo-pharma,"	14859100",0.11,0,0,Consumer Staples
,ASX:PHO,PhosCo Ltd (ASX:PHO),https://www.listcorp.com/asx/pho/phosco-ltd,"	14818300",0.054,0,0,Materials
,ASX:NUC,Nuchev Limited (ASX:NUC),https://www.listcorp.com/asx/nuc/nuchev-limited,"	14771300",0.175,0,0,Consumer Staples
,ASX:AT1,Atomo Diagnostics Limited (ASX:AT1),https://www.listcorp.com/asx/at1/atomo-diagnostics-limited,"	14701700",0.023,0,0,Health Care
,ASX:MHC,Manhattan Corporation Limited (ASX:MHC),https://www.listcorp.com/asx/mhc/manhattan-corporation-limited,"	14684900",0.005,0,0,Materials
,ASX:AJJ,Asian American Medical Group Limited (ASX:AJJ),https://www.listcorp.com/asx/ajj/asian-american-medical-group-limited,"	14536100",0.038,0,0,Health Care
,ASX:BMH,Baumart Holdings Limited (ASX:BMH),https://www.listcorp.com/asx/bmh/baumart-holdings-limited,"	14474500",0.1,0,0,Industrials
,ASX:SRK,Strike Resources Limited (ASX:SRK),https://www.listcorp.com/asx/srk/strike-resources,"	14471200",0.051,0,0,Materials
,ASX:AII,Almonty Industries Inc (ASX:AII),https://www.listcorp.com/asx/aii/almonty-industries-inc,"	14429700",0.585,0,0,Materials
,ASX:WSI,Weststar Industrial Limited (ASX:WSI),https://www.listcorp.com/asx/wsi/weststar-industrial-limited,"	14399500",0.125,-0.01,-3.85,Materials
,ASX:FPP,Fat Prophets Global Property Fund (ASX:FPP),https://www.listcorp.com/asx/fpp/fat-prophets-global-property-fund,"	14376800",0.635,0,0,Financials
,ASX:8CO,8common Limited (ASX:8CO),https://www.listcorp.com/asx/8co/8common-limited,"	14342100",0.068,0,6.25,Information Technology
,ASX:AS2,Askari Metals Limited (ASX:AS2),https://www.listcorp.com/asx/as2/askari-metals-limited,"	14208000",0.175,-0.01,-5.41,Materials
,ASX:ANX,Anax Metals Limited (ASX:ANX),https://www.listcorp.com/asx/anx/anax-metals-limited,"	14186800",0.035,0,6.06,Materials
,ASX:LSA,Lachlan Star Limited (ASX:LSA),https://www.listcorp.com/asx/lsa/lachlan-star-limited,"	14115000",0.095,0.03,39.71,Materials
,ASX:SRJ,SRJ Technologies Group plc (ASX:SRJ),https://www.listcorp.com/asx/srj/srj-technologies-group-plc,"	14059900",0.097,0,4.3,Energy
,ASX:NSX,NSX Limited (ASX:NSX),https://www.listcorp.com/asx/nsx/nsx-limited,"	14041900",0.035,0,0,Financials
,ASX:PXX,PolarX Limited (ASX:PXX),https://www.listcorp.com/asx/pxx/polarx-limited,"	14036600",0.009,0,0,Materials
,ASX:PRX,Prodigy Gold NL (ASX:PRX),https://www.listcorp.com/asx/prx/prodigy-gold-nl,"	14008900",0.008,0,0,Materials
,ASX:LLO,Lion One Metals Limited (ASX:LLO),https://www.listcorp.com/asx/llo/lion-one-metals,"	13994400",1.05,0.07,7.14,Materials
